je_package	je_class	je_test_method	je_test_path	je_test_doc	noxu_status	noxu_test_path	noxu_test_method	effort_estimate	priority	notes
com/sleepycat/je/log	IOExceptionTest	testLogBufferOverflowCommitNoDupes	test/com/sleepycat/je/log/IOExceptionTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=log_buffer_overflow_commit_no_dupes); behaviour-level check needed
com/sleepycat/je/log	IOExceptionTest	testLogBufferOverflowAbortDupes	test/com/sleepycat/je/log/IOExceptionTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=log_buffer_overflow_abort_dupes); behaviour-level check needed
com/sleepycat/je/log	IOExceptionTest	testLogBufferOverflowCommitDupes	test/com/sleepycat/je/log/IOExceptionTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=log_buffer_overflow_commit_dupes); behaviour-level check needed
com/sleepycat/je/log	IOExceptionTest	testIOExceptionDuringFileFlippingWrite	test/com/sleepycat/je/log/IOExceptionTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=io_exception_during_file_flipping_write); behaviour-level check needed
com/sleepycat/je/log	InvisibleTest	testBasic	test/com/sleepycat/je/log/InvisibleTest.java	@throws FileNotFoundException	PORTED-EQUIVALENT	crates/noxu-rep/src/vlsn/vlsn_bucket.rs	test_basic	small	critical	name-match heuristic
com/sleepycat/je/log	LNFileReaderTest	testNoFile	test/com/sleepycat/je/log/LNFileReaderTest.java	Test no log file	NOT-PORTED			medium	critical	no matching test by name (snake=no_file); behaviour-level check needed
com/sleepycat/je/log	LNFileReaderTest	testEmpty	test/com/sleepycat/je/log/LNFileReaderTest.java	Run with an empty file.	PORTED-EQUIVALENT	crates/noxu-bind/src/byte_array_binding.rs	test_empty	small	critical	name-match heuristic
com/sleepycat/je/log	LNFileReaderTest	testBasicRedo	test/com/sleepycat/je/log/LNFileReaderTest.java	Run with defaults, read whole log for redo, going forwards.	NOT-PORTED			medium	critical	no matching test by name (snake=basic_redo); behaviour-level check needed
com/sleepycat/je/log	LNFileReaderTest	testBasicUndo	test/com/sleepycat/je/log/LNFileReaderTest.java	Run with defaults, read whole log for undo, going backwards.	NOT-PORTED			medium	critical	no matching test by name (snake=basic_undo); behaviour-level check needed
com/sleepycat/je/log	LNFileReaderTest	testSmallBuffersRedo	test/com/sleepycat/je/log/LNFileReaderTest.java	Run with very small read buffer for redo, and track LNs.	NOT-PORTED			medium	critical	no matching test by name (snake=small_buffers_redo); behaviour-level check needed
com/sleepycat/je/log	LNFileReaderTest	testSmallBuffersUndo	test/com/sleepycat/je/log/LNFileReaderTest.java	Run with very small read buffer for undo and track LNs.	NOT-PORTED			medium	critical	no matching test by name (snake=small_buffers_undo); behaviour-level check needed
com/sleepycat/je/log	LNFileReaderTest	testMedBuffersRedo	test/com/sleepycat/je/log/LNFileReaderTest.java	Run with medium buffers for redo.	NOT-PORTED			medium	critical	no matching test by name (snake=med_buffers_redo); behaviour-level check needed
com/sleepycat/je/log	LNFileReaderTest	testMedBuffersUndo	test/com/sleepycat/je/log/LNFileReaderTest.java	Run with medium buffers for undo.	NOT-PORTED			medium	critical	no matching test by name (snake=med_buffers_undo); behaviour-level check needed
com/sleepycat/je/log	LNFileReaderTest	testMiddleStartRedo	test/com/sleepycat/je/log/LNFileReaderTest.java	Start in the middle of the file for redo.	NOT-PORTED			medium	critical	no matching test by name (snake=middle_start_redo); behaviour-level check needed
com/sleepycat/je/log	LNFileReaderTest	testMiddleStartUndo	test/com/sleepycat/je/log/LNFileReaderTest.java	Start in the middle of the file for undo.	NOT-PORTED			medium	critical	no matching test by name (snake=middle_start_undo); behaviour-level check needed
com/sleepycat/je/log	LastFileReaderTest	testEmptyAtEnd	test/com/sleepycat/je/log/LastFileReaderTest.java	Run with an empty file that has a file header but no log entries.	NOT-PORTED			medium	critical	no matching test by name (snake=empty_at_end); behaviour-level check needed
com/sleepycat/je/log	LastFileReaderTest	testLastFileEmpty	test/com/sleepycat/je/log/LastFileReaderTest.java	Run with an empty, 0 length file at the end.	NOT-PORTED			medium	critical	no matching test by name (snake=last_file_empty); behaviour-level check needed
com/sleepycat/je/log	LastFileReaderTest	testBadFileHeader	test/com/sleepycat/je/log/LastFileReaderTest.java	Corrupt the file headers of the one and only log file.	NOT-PORTED			medium	critical	no matching test by name (snake=bad_file_header); behaviour-level check needed
com/sleepycat/je/log	LastFileReaderTest	testBasic	test/com/sleepycat/je/log/LastFileReaderTest.java	Run with defaults.	PORTED-EQUIVALENT	crates/noxu-rep/src/vlsn/vlsn_bucket.rs	test_basic	small	critical	name-match heuristic
com/sleepycat/je/log	LastFileReaderTest	testSmallBuffers	test/com/sleepycat/je/log/LastFileReaderTest.java	Run with very small read buffer.	NOT-PORTED			medium	critical	no matching test by name (snake=small_buffers); behaviour-level check needed
com/sleepycat/je/log	LastFileReaderTest	testMedBuffers	test/com/sleepycat/je/log/LastFileReaderTest.java	Run with medium buffers.	NOT-PORTED			medium	critical	no matching test by name (snake=med_buffers); behaviour-level check needed
com/sleepycat/je/log	LastFileReaderTest	testJunk	test/com/sleepycat/je/log/LastFileReaderTest.java	Put junk at the end of the file.	NOT-PORTED			medium	critical	no matching test by name (snake=junk); behaviour-level check needed
com/sleepycat/je/log	LastFileReaderTest	testExtraEmpty	test/com/sleepycat/je/log/LastFileReaderTest.java	Make a log, then make a few extra files at the end, one empty, one with a bad file header.	NOT-PORTED			medium	critical	no matching test by name (snake=extra_empty); behaviour-level check needed
com/sleepycat/je/log	LastFileReaderTest	testRestoreMarkerFile	test/com/sleepycat/je/log/LastFileReaderTest.java	Create a marker file that has a RestoreRequired entry, and make sure that the last file reader detects it.	NOT-PORTED			medium	critical	no matching test by name (snake=restore_marker_file); behaviour-level check needed
com/sleepycat/je/log	LogBufferPoolTest	testGrowBuffers	test/com/sleepycat/je/log/LogBufferPoolTest.java	Make sure that we'll add more buffers as needed.	NOT-PORTED			medium	critical	no matching test by name (snake=grow_buffers); behaviour-level check needed
com/sleepycat/je/log	LogBufferPoolTest	testBufferFlush	test/com/sleepycat/je/log/LogBufferPoolTest.java	Test buffer flushes.	NOT-PORTED			medium	critical	no matching test by name (snake=buffer_flush); behaviour-level check needed
com/sleepycat/je/log	LogBufferPoolTest	testTemporaryBuffers	test/com/sleepycat/je/log/LogBufferPoolTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=temporary_buffers); behaviour-level check needed
com/sleepycat/je/log	LogEntryTest	testEquality	test/com/sleepycat/je/log/LogEntryTest.java		PORTED-EQUIVALENT	crates/noxu-db/src/cache_mode.rs	test_equality	small	critical	name-match heuristic; 25 candidate Noxu tests
com/sleepycat/je/log	LogEntryTest	testLastFormatChange	test/com/sleepycat/je/log/LogEntryTest.java	See {@link ReplicableLogEntry#getEmbeddedLoggables()}.	NOT-PORTED			medium	critical	no matching test by name (snake=last_format_change); behaviour-level check needed
com/sleepycat/je/log	LogFileGapTest	testLogFileAllTruncate	test/com/sleepycat/je/log/LogFileGapTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=log_file_all_truncate); behaviour-level check needed
com/sleepycat/je/log	LogFileGapTest	testLogFileNotTruncateAll	test/com/sleepycat/je/log/LogFileGapTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=log_file_not_truncate_all); behaviour-level check needed
com/sleepycat/je/log	LogFileGapTest	testLogFileGapRecover	test/com/sleepycat/je/log/LogFileGapTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=log_file_gap_recover); behaviour-level check needed
com/sleepycat/je/log	LogFlusherTest	testHAConfigOld	test/com/sleepycat/je/log/LogFlusherTest.java	Tests the basic configuration of LogFlusher, using deprecated HA params.	NOT-PORTED			medium	critical	no matching test by name (snake=ha_config_old); behaviour-level check needed
com/sleepycat/je/log	LogFlusherTest	testConfig	test/com/sleepycat/je/log/LogFlusherTest.java	Tests config via EnvironmentConfig, not using old HA params.	NOT-PORTED			medium	critical	no matching test by name (snake=config); behaviour-level check needed
com/sleepycat/je/log	LogFlusherTest	testConfigCompatibility	test/com/sleepycat/je/log/LogFlusherTest.java	Tests use of old HA config params, and combination with new params.	NOT-PORTED			medium	critical	no matching test by name (snake=config_compatibility); behaviour-level check needed
com/sleepycat/je/log	LogFlusherTest	testFlushSync	test/com/sleepycat/je/log/LogFlusherTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=flush_sync); behaviour-level check needed
com/sleepycat/je/log	LogFlusherTest	testNoFlushSync	test/com/sleepycat/je/log/LogFlusherTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=no_flush_sync); behaviour-level check needed
com/sleepycat/je/log	LogFlusherTest	testFlushNoSync	test/com/sleepycat/je/log/LogFlusherTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=flush_no_sync); behaviour-level check needed
com/sleepycat/je/log	LogFlusherTest	testNoFlushNoSync	test/com/sleepycat/je/log/LogFlusherTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=no_flush_no_sync); behaviour-level check needed
com/sleepycat/je/log	LogManagerTest	testBasicInMemory	test/com/sleepycat/je/log/LogManagerTest.java	Log and retrieve objects, with log in memory	NOT-PORTED			medium	critical	no matching test by name (snake=basic_in_memory); behaviour-level check needed
com/sleepycat/je/log	LogManagerTest	testFlushItemLargerThanBufferSize	test/com/sleepycat/je/log/LogManagerTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=flush_item_larger_than_buffer_size); behaviour-level check needed
com/sleepycat/je/log	LogManagerTest	testBasicOnDisk	test/com/sleepycat/je/log/LogManagerTest.java	Log and retrieve objects, with log completely flushed to disk	NOT-PORTED			medium	critical	no matching test by name (snake=basic_on_disk); behaviour-level check needed
com/sleepycat/je/log	LogManagerTest	testComboDiskMemory	test/com/sleepycat/je/log/LogManagerTest.java	Log and retrieve objects, with some of log flushed to disk, some of log in memory.	NOT-PORTED			medium	critical	no matching test by name (snake=combo_disk_memory); behaviour-level check needed
com/sleepycat/je/log	LogManagerTest	testFaultingIn	test/com/sleepycat/je/log/LogManagerTest.java	Log and retrieve objects, with some of log flushed to disk, some of log in memory.	NOT-PORTED			medium	critical	no matching test by name (snake=faulting_in); behaviour-level check needed
com/sleepycat/je/log	LogManagerTest	testExceptions	test/com/sleepycat/je/log/LogManagerTest.java	Log a few items, then hit exceptions.	NOT-PORTED			medium	critical	no matching test by name (snake=exceptions); behaviour-level check needed
com/sleepycat/je/log	LogManagerTest	testEntryChecksum	test/com/sleepycat/je/log/LogManagerTest.java	Ensure that a ChecksumException is thrown when any portion of a log entry is corrupted, e.g., by a disk failure.	NOT-PORTED			medium	critical	no matching test by name (snake=entry_checksum); behaviour-level check needed
com/sleepycat/je/log	LogManagerTest	testChecksumExReasonLogBufferTransient	test/com/sleepycat/je/log/LogManagerTest.java	In {@link LogManager#getLogEntry}, {@link LogManager#getLogEntryFromLogSource} may throw ChecksumException.	NOT-PORTED			medium	critical	no matching test by name (snake=checksum_ex_reason_log_buffer_transient); behaviour-level check needed
com/sleepycat/je/log	LogManagerTest	testChecksumExReasonLogBufferPersistent	test/com/sleepycat/je/log/LogManagerTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=checksum_ex_reason_log_buffer_persistent); behaviour-level check needed
com/sleepycat/je/log	LogManagerTest	testChecksumExReasonFileSource	test/com/sleepycat/je/log/LogManagerTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=checksum_ex_reason_file_source); behaviour-level check needed
com/sleepycat/je/log	LogUtilsTest	testMarshalling	test/com/sleepycat/je/log/LogUtilsTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=marshalling); behaviour-level check needed
com/sleepycat/je/log	LoggableTest	testEntryData	test/com/sleepycat/je/log/LoggableTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=entry_data); behaviour-level check needed
com/sleepycat/je/log	WriteQueueTest	testReadFromEmptyWriteQueue	test/com/sleepycat/je/log/WriteQueueTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=read_from_empty_write_queue); behaviour-level check needed
com/sleepycat/je/log	WriteQueueTest	testReadFromWriteQueueWithDifferentFileNum	test/com/sleepycat/je/log/WriteQueueTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=read_from_write_queue_with_different_file_num); behaviour-level check needed
com/sleepycat/je/log	WriteQueueTest	testReadFromWriteQueueExactMatch	test/com/sleepycat/je/log/WriteQueueTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=read_from_write_queue_exact_match); behaviour-level check needed
com/sleepycat/je/log	WriteQueueTest	testReadFromWriteQueueSubset	test/com/sleepycat/je/log/WriteQueueTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=read_from_write_queue_subset); behaviour-level check needed
com/sleepycat/je/log	WriteQueueTest	testReadFromWriteQueueSubsetOffset	test/com/sleepycat/je/log/WriteQueueTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=read_from_write_queue_subset_offset); behaviour-level check needed
com/sleepycat/je/log	WriteQueueTest	testReadFromWriteQueueSubsetUnderflow	test/com/sleepycat/je/log/WriteQueueTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=read_from_write_queue_subset_underflow); behaviour-level check needed
com/sleepycat/je/log	WriteQueueTest	testReadFromWriteQueueSubsetOverflow	test/com/sleepycat/je/log/WriteQueueTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=read_from_write_queue_subset_overflow); behaviour-level check needed
com/sleepycat/je/log	WriteQueueTest	testReadFromWriteQueueSubsetOverflow2	test/com/sleepycat/je/log/WriteQueueTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=read_from_write_queue_subset_overflow2); behaviour-level check needed
com/sleepycat/je/log	WriteQueueTest	testReadFromWriteQueueMultipleEntries	test/com/sleepycat/je/log/WriteQueueTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=read_from_write_queue_multiple_entries); behaviour-level check needed
com/sleepycat/je/log	WriteQueueTest	testReadFromWriteQueueLast2EntriesOnly	test/com/sleepycat/je/log/WriteQueueTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=read_from_write_queue_last2_entries_only); behaviour-level check needed
com/sleepycat/je/log	WriteQueueTest	testReadFromWriteQueueLastEntryOnly	test/com/sleepycat/je/log/WriteQueueTest.java		NOT-PORTED			medium	critical	no matching test by name (snake=read_from_write_queue_last_entry_only); behaviour-level check needed
